edad;trabajo;estado civil;educacion;morosidad;saldo;vivienda;préstamo;contacto;dia;mes;duracion;campaña;pdias;previo;resultado anterior;Salida
30;Tecnico;Soltero;Secundaria;no;10292;si;no;Desconocido;5;mayo;67;2;-1;0;desconocido;no
;Servicio;Casado;Secundaria;no;572;si;si;Desconocido;5;mayo;350;1;-1;0;desconocido;no
40;Obrero;Casado;Secundaria;no;1900;si;no;Desconocido;5;mayo;332;2;-1;0;desconocido;no
53;Obrero;Casado;Secundaria;no;280;si;no;Desconocido;5;mayo;611;2;-1;0;desconocido;no
34;Gerencia;Soltero;Superior;no;1272;si;no;Desconocido;5;mayo;113;2;-1;0;desconocido;no
37;Tecnico;Casado;Secundaria;no;1100;si;no;Desconocido;5;mayo;132;1;-1;0;desconocido;no
42;Gerencia;Divorciado;Superior;no;2968;si;no;Desconocido;5;mayo;58;3;-1;0;desconocido;no
41;Empresario;Casado;Primaria;no;944;si;no;Desconocido;5;mayo;151;1;-1;0;desconocido;no
30;Estudiante;Soltero;Superior;no;100;si;no;Desconocido;5;mayo;89;2;-1;0;desconocido;no
37;Gerencia;Soltero;Superior;no;2400;si;no;Desconocido;5;mayo;152;1;-1;0;desconocido;no
39;Administrador;Divorciado;Secundaria;no;-1396;si;no;Desconocido;5;mayo;611;2;-1;0;desconocido;no
41;Obrero;Casado;Primaria;no;732;si;si;Desconocido;5;mayo;110;2;-1;0;desconocido;no
40;Obrero;Casado;Primaria;no;0;si;no;Desconocido;5;mayo;463;1;-1;0;desconocido;no
42;Gerencia;Soltero;Superior;no;0;si;si;Desconocido;5;mayo;562;2;-1;0;desconocido;si
40;Obrero;Divorciado;Primaria;no;0;si;no;Desconocido;5;mayo;962;1;-1;0;desconocido;no
57;Tecnico;Casado;Secundaria;no;4312;si;no;Desconocido;5;mayo;10;4;-1;0;desconocido;no
56;Empresario;Divorciado;Secundaria;no;620;no;no;Desconocido;5;mayo;118;3;-1;0;desconocido;no
37;Administrador;Casado;Secundaria;no;760;si;no;Desconocido;5;mayo;92;2;-1;0;desconocido;no
59;Jubilado;Casado;Secundaria;no;1276;si;no;Desconocido;5;mayo;143;3;-1;0;desconocido;no
39;Servicio;Divorciado;Secundaria;no;-740;si;no;Desconocido;5;mayo;189;3;-1;0;desconocido;no
49;Servicio;Casado;Secundaria;no;188;no;no;Desconocido;5;mayo;234;2;-1;0;desconocido;no
38;Servicio;Soltero;Secundaria;no;2280;si;no;Desconocido;5;mayo;75;2;-1;0;desconocido;no
36;Independiente;Casado;Superior;no;76;no;no;Desconocido;5;mayo;189;2;-1;0;desconocido;no
;Obrero;Casado;Primaria;no;244;si;no;Desconocido;5;mayo;621;3;-1;0;desconocido;no
41;Administrador;Casado;Secundaria;no;-248;si;si;Desconocido;5;mayo;55;2;-1;0;desconocido;no
54;Tecnico;Casado;Superior;no;1032;no;no;Desconocido;5;mayo;310;4;-1;0;desconocido;no
58;Obrero;Casado;Primaria;no;304;si;no;Desconocido;5;mayo;156;2;-1;0;desconocido;no
30;Obrero;Soltero;Secundaria;no;0;si;no;Desconocido;5;mayo;5;2;-1;0;desconocido;no
33;Administrador;Soltero;Secundaria;no;1408;si;no;Desconocido;5;mayo;225;2;-1;0;desconocido;no
47;Administrador;Casado;Secundaria;no;1472;si;no;Desconocido;5;mayo;125;2;-1;0;desconocido;no
50;Tecnico;Soltero;Superior;no;1356;si;no;Desconocido;5;mayo;2;3;-1;0;desconocido;no
32;Obrero;Casado;Secundaria;no;5324;si;no;Desconocido;5;mayo;286;2;-1;0;desconocido;no
40;Independiente;Casado;Secundaria;no;2688;si;no;Desconocido;5;mayo;164;2;-1;0;desconocido;no
37;Gerencia;Casado;Superior;no;232;si;no;Desconocido;5;mayo;98;2;-1;0;desconocido;no
54;Tecnico;Soltero;Desconocido;no;1788;si;no;Desconocido;5;mayo;742;2;-1;0;desconocido;no
24;Estudiante;Soltero;Secundaria;no;1692;si;no;Desconocido;5;mayo;226;3;-1;0;desconocido;no
54;Gerencia;Casado;Superior;no;0;no;no;Desconocido;5;mayo;120;2;-1;0;desconocido;no
34;Tecnico;Casado;Secundaria;no;76;si;no;Desconocido;5;mayo;362;4;-1;0;desconocido;no
56;Tecnico;Divorciado;Primaria;no;52;si;no;Desconocido;5;mayo;357;2;-1;0;desconocido;no
31;Obrero;Soltero;Secundaria;no;12;si;no;Desconocido;5;mayo;200;2;-1;0;desconocido;no
;Estudiante;Soltero;Secundaria;no;328;si;no;Desconocido;5;mayo;204;2;-1;0;desconocido;no
42;Obrero;Divorciado;Primaria;no;112;si;no;Desconocido;5;mayo;126;3;-1;0;desconocido;no
57;Tecnico;Casado;Secundaria;no;3168;si;no;Desconocido;5;mayo;65;2;-1;0;desconocido;no
42;Obrero;Casado;Desconocido;no;1632;si;no;Desconocido;5;mayo;107;2;-1;0;desconocido;no
51;Administrador;Casado;Secundaria;no;2124;si;no;Desconocido;5;mayo;267;2;-1;0;desconocido;no
57;Jubilado;Casado;Secundaria;no;844;si;no;Desconocido;5;mayo;248;2;-1;0;desconocido;no
36;Servicio;Soltero;Secundaria;no;248;si;no;Desconocido;5;mayo;215;2;-1;0;desconocido;no
53;Servicio;Casado;Desconocido;no;1028;si;no;Desconocido;5;mayo;209;2;-1;0;desconocido;no
50;Tecnico;Casado;Secundaria;no;4936;si;no;Desconocido;5;mayo;205;2;-1;0;desconocido;no
54;Gerencia;Casado;Superior;no;1252;si;no;Desconocido;5;mayo;83;2;-1;0;desconocido;no
55;Obrero;Casado;Secundaria;no;356;si;no;Desconocido;5;mayo;106;3;-1;0;desconocido;no
44;Obrero;Casado;Secundaria;no;516;si;si;Desconocido;5;mayo;189;2;-1;0;desconocido;no
43;Gerencia;Casado;Desconocido;no;0;si;no;Desconocido;5;mayo;105;2;-1;0;desconocido;no
56;Administrador;Casado;Secundaria;no;1412;si;no;Desconocido;5;mayo;106;2;-1;0;desconocido;no
54;Tecnico;Casado;Desconocido;no;3404;si;no;Desconocido;5;mayo;108;2;-1;0;desconocido;no
55;Servicio;Divorciado;Primaria;no;384;si;si;Desconocido;5;mayo;311;2;-1;0;desconocido;no
37;Servicio;Divorciado;Secundaria;no;1592;si;si;Desconocido;5;mayo;214;2;-1;0;desconocido;no
33;Administrador;Soltero;Superior;no;772;no;no;Desconocido;5;mayo;132;2;-1;0;desconocido;no
46;Administrador;Casado;Secundaria;no;-1432;si;no;Desconocido;5;mayo;358;2;-1;0;desconocido;no
36;Obrero;Casado;Secundaria;no;2156;si;si;Desconocido;5;mayo;453;2;-1;0;desconocido;no
51;Tecnico;Soltero;Secundaria;no;0;si;no;Desconocido;5;mayo;364;2;-1;0;desconocido;no
;Jubilado;Soltero;Primaria;no;0;no;no;Desconocido;5;mayo;136;2;-1;0;desconocido;no
42;Obrero;Casado;Secundaria;no;1960;si;no;Desconocido;5;mayo;386;2;-1;0;desconocido;no
51;Obrero;Casado;Secundaria;no;0;si;no;Desconocido;5;mayo;173;2;-1;0;desconocido;no
49;Obrero;Casado;Desconocido;no;1612;si;no;Desconocido;5;mayo;241;2;-1;0;desconocido;no
48;Gerencia;Casado;Secundaria;no;644;si;no;Desconocido;5;mayo;224;3;-1;0;desconocido;no
32;Tecnico;Divorciado;Superior;no;10232;no;no;Desconocido;5;mayo;148;2;-1;0;desconocido;no
31;Administrador;Soltero;Secundaria;no;392;si;no;Desconocido;5;mayo;196;2;-1;0;desconocido;no
55;Gerencia;Soltero;Superior;no;460;no;no;Desconocido;5;mayo;111;4;-1;0;desconocido;no
40;Obrero;Soltero;Secundaria;no;1744;si;no;Desconocido;5;mayo;231;3;-1;0;desconocido;no
47;Tecnico;Casado;Superior;no;3324;si;no;Desconocido;5;mayo;316;3;-1;0;desconocido;no
57;Tecnico;Casado;Desconocido;no;824;si;no;Desconocido;5;mayo;216;3;-1;0;desconocido;no
41;Obrero;Casado;Secundaria;no;1160;si;no;Desconocido;5;mayo;240;2;-1;0;desconocido;no
48;Obrero;Casado;Secundaria;no;4;no;no;Desconocido;5;mayo;669;3;-1;0;desconocido;no
42;Obrero;Casado;Desconocido;no;228;si;no;Desconocido;5;mayo;425;2;-1;0;desconocido;no
30;Obrero;Soltero;Secundaria;no;-1828;si;no;Desconocido;5;mayo;143;2;-1;0;desconocido;no
58;Gerencia;Soltero;Superior;no;5548;si;no;Desconocido;5;mayo;174;5;-1;0;desconocido;no
45;Gerencia;Divorciado;Superior;no;98392;si;no;Desconocido;5;mayo;313;3;-1;0;desconocido;no
49;Obrero;Casado;Secundaria;no;120;si;no;Desconocido;5;mayo;135;4;-1;0;desconocido;no
42;Administrador;Soltero;Secundaria;no;4088;si;no;Desconocido;5;mayo;146;2;-1;0;desconocido;no
53;Tecnico;Casado;Secundaria;no;224;si;si;Desconocido;5;mayo;152;2;-1;0;desconocido;no
51;Administrador;Soltero;Secundaria;si;-8;no;no;Desconocido;5;mayo;402;3;-1;0;desconocido;no
;Servicio;Soltero;Secundaria;no;484;si;no;Desconocido;5;mayo;213;2;-1;0;desconocido;no
41;Obrero;Soltero;Secundaria;no;3368;si;no;Desconocido;5;mayo;144;3;-1;0;desconocido;no
43;Gerencia;Divorciado;Secundaria;no;2772;si;no;Desconocido;5;mayo;124;3;-1;0;desconocido;no
40;Obrero;Divorciado;Secundaria;no;-1332;si;no;Desconocido;5;mayo;183;2;-1;0;desconocido;no
50;Obrero;Casado;Primaria;no;6132;si;no;Desconocido;5;mayo;325;2;-1;0;desconocido;no
34;Gerencia;Casado;Superior;no;184;si;no;Desconocido;5;mayo;39;4;-1;0;desconocido;no
53;Servicio;Casado;Desconocido;no;72;no;no;Desconocido;5;mayo;503;2;-1;0;desconocido;no
45;Tecnico;Casado;Secundaria;no;176;si;no;Desconocido;5;mayo;95;4;-1;0;desconocido;no
39;Obrero;Casado;Primaria;no;-400;si;no;Desconocido;5;mayo;680;2;-1;0;desconocido;no
44;Servicio;Casado;Superior;no;2040;si;no;Desconocido;5;mayo;421;4;-1;0;desconocido;no
55;Gerencia;Casado;Superior;no;2740;si;no;Desconocido;5;mayo;174;3;-1;0;desconocido;no
46;Gerencia;Soltero;Superior;no;748;si;no;Desconocido;5;mayo;113;2;-1;0;desconocido;no
45;Obrero;Casado;Secundaria;no;264;si;no;Desconocido;5;mayo;808;2;-1;0;desconocido;no
34;Administrador;Casado;Secundaria;no;2240;si;no;Desconocido;5;mayo;198;3;-1;0;desconocido;no
36;Obrero;Casado;Secundaria;no;0;si;no;Desconocido;5;mayo;195;2;-1;0;desconocido;no
59;Desconocido;Divorciado;Desconocido;no;108;no;no;Desconocido;5;mayo;347;3;-1;0;desconocido;no
31;Administrador;Soltero;Secundaria;no;48;si;no;Desconocido;5;mayo;208;2;-1;0;desconocido;no
44;Obrero;Soltero;Secundaria;no;136;si;no;Desconocido;5;mayo;404;4;-1;0;desconocido;no
33;Empresario;Soltero;Superior;no;4272;si;no;Desconocido;5;mayo;396;2;-1;0;desconocido;no
40;Obrero;Casado;Secundaria;no;844;si;no;Desconocido;5;mayo;216;4;-1;0;desconocido;no
46;Administrador;Soltero;Superior;no;1508;si;no;Desconocido;5;mayo;98;2;-1;0;desconocido;no
;Gerencia;Casado;Superior;no;1052;si;no;Desconocido;5;mayo;350;2;-1;0;desconocido;no
42;Servicio;Casado;Secundaria;no;5052;si;no;Desconocido;6;mayo;114;2;-1;0;desconocido;no
27;Servicio;Casado;Secundaria;no;32;si;no;Desconocido;6;mayo;88;3;-1;0;desconocido;no
48;Administrador;Casado;Secundaria;no;504;si;si;Desconocido;6;mayo;379;2;-1;0;desconocido;no
59;Administrador;Casado;Secundaria;no;920;si;no;Desconocido;6;mayo;190;3;-1;0;desconocido;no
46;Tecnico;Casado;Superior;no;3364;si;no;Desconocido;6;mayo;158;1;-1;0;desconocido;no
38;Administrador;Divorciado;Secundaria;no;1232;si;no;Desconocido;6;mayo;102;1;-1;0;desconocido;no
43;Gerencia;Divorciado;Superior;no;4;si;no;Desconocido;6;mayo;306;1;-1;0;desconocido;no
38;Administrador;Divorciado;Superior;no;344;si;no;Desconocido;6;mayo;218;1;-1;0;desconocido;no
23;Estudiante;Soltero;Secundaria;no;628;si;no;Desconocido;6;mayo;54;1;-1;0;desconocido;no
34;Servicio;Casado;Secundaria;no;88;si;no;Desconocido;6;mayo;344;1;-1;0;desconocido;no
38;Administrador;Casado;Secundaria;no;184;si;si;Desconocido;6;mayo;195;1;-1;0;desconocido;no
37;Obrero;Casado;Secundaria;no;5172;no;no;Desconocido;6;mayo;652;1;-1;0;desconocido;no
25;Administrador;Soltero;Secundaria;no;488;si;no;Desconocido;6;mayo;286;1;-1;0;desconocido;no
48;Obrero;Casado;Desconocido;no;524;si;no;Desconocido;6;mayo;189;1;-1;0;desconocido;no
49;Obrero;Soltero;Secundaria;no;572;si;no;Desconocido;6;mayo;83;1;-1;0;desconocido;no
38;Administrador;Soltero;Secundaria;no;1572;no;no;Desconocido;6;mayo;184;2;-1;0;desconocido;no
43;Obrero;Casado;Primaria;no;392;si;no;Desconocido;6;mayo;235;1;-1;0;desconocido;no
33;Gerencia;Casado;Superior;no;0;si;no;Desconocido;6;mayo;290;1;-1;0;desconocido;no
55;Obrero;Casado;Secundaria;no;896;si;no;Desconocido;6;mayo;232;1;-1;0;desconocido;no
38;Obrero;Casado;Secundaria;no;3028;si;no;Desconocido;6;mayo;133;1;-1;0;desconocido;no
;Servicio;Casado;Secundaria;no;980;si;si;Desconocido;6;mayo;318;1;-1;0;desconocido;no
;Gerencia;Casado;Secundaria;no;33944;no;no;Desconocido;6;mayo;260;3;-1;0;desconocido;no
;Administrador;Casado;Desconocido;no;1400;no;no;Desconocido;6;mayo;437;1;-1;0;desconocido;no
38;Obrero;Casado;Secundaria;no;80;si;no;Desconocido;6;mayo;402;1;-1;0;desconocido;no
58;Servicio;Casado;Secundaria;no;6668;si;si;Desconocido;6;mayo;85;1;-1;0;desconocido;no
57;Tecnico;Casado;Desconocido;no;1380;si;no;Desconocido;6;mayo;125;1;-1;0;desconocido;no
32;Desempleado;Casado;Secundaria;no;40;si;no;Desconocido;6;mayo;501;4;-1;0;desconocido;no
56;Gerencia;Casado;Superior;no;3320;si;si;Desconocido;6;mayo;1201;1;-1;0;desconocido;si
58;Obrero;Divorciado;Desconocido;no;116;si;no;Desconocido;6;mayo;253;1;-1;0;desconocido;no
60;Jubilado;Divorciado;Secundaria;no;2180;si;no;Desconocido;6;mayo;1030;1;-1;0;desconocido;si
37;Tecnico;Casado;Superior;no;34920;si;no;Desconocido;6;mayo;149;1;-1;0;desconocido;no
46;Tecnico;Divorciado;Superior;no;1908;si;no;Desconocido;6;mayo;114;1;-1;0;desconocido;no
27;Administrador;Casado;Secundaria;no;16;si;no;Desconocido;6;mayo;243;1;-1;0;desconocido;no
43;Obrero;Casado;Secundaria;no;4820;si;no;Desconocido;6;mayo;769;2;-1;0;desconocido;no
32;Tecnico;Soltero;Secundaria;no;0;si;si;Desconocido;6;mayo;135;3;-1;0;desconocido;no
40;Administrador;Soltero;Secundaria;no;1052;si;no;Desconocido;6;mayo;231;1;-1;0;desconocido;no
38;Administrador;Casado;Secundaria;no;4;no;no;Desconocido;6;mayo;76;1;-1;0;desconocido;no
34;Obrero;Casado;Secundaria;no;1132;no;si;Desconocido;6;mayo;199;1;-1;0;desconocido;no
47;Obrero;Casado;Primaria;no;824;si;no;Desconocido;6;mayo;152;1;-1;0;desconocido;no
42;Tareas domesticas;Casado;Primaria;no;68;si;no;Desconocido;6;mayo;124;1;-1;0;desconocido;no
48;Tecnico;Casado;Secundaria;no;564;si;si;Desconocido;6;mayo;424;1;-1;0;desconocido;no
29;Independiente;Soltero;Superior;no;64;si;no;Desconocido;6;mayo;43;1;-1;0;desconocido;no
;Servicio;Casado;Secundaria;no;824;si;no;Desconocido;6;mayo;154;1;-1;0;desconocido;no
52;Tecnico;Casado;Desconocido;no;28;no;no;Desconocido;6;mayo;203;2;-1;0;desconocido;no
50;Gerencia;Casado;Superior;no;0;no;no;Desconocido;6;mayo;326;1;-1;0;desconocido;no
58;Jubilado;Casado;Superior;no;0;no;no;Desconocido;6;mayo;393;1;-1;0;desconocido;no
46;Obrero;Divorciado;Primaria;no;7708;si;no;Desconocido;6;mayo;241;3;-1;0;desconocido;no
38;Tecnico;Casado;Secundaria;no;1136;si;no;Desconocido;6;mayo;483;1;-1;0;desconocido;no
46;Obrero;Casado;Secundaria;no;6640;si;no;Desconocido;6;mayo;259;1;-1;0;desconocido;no
32;Servicio;Soltero;Secundaria;no;1624;si;no;Desconocido;6;mayo;227;1;-1;0;desconocido;no
51;Obrero;Casado;Primaria;no;920;si;no;Desconocido;6;mayo;673;1;-1;0;desconocido;no
39;Administrador;Soltero;Secundaria;no;-100;si;no;Desconocido;6;mayo;576;1;-1;0;desconocido;no
48;Administrador;Casado;Secundaria;no;728;si;no;Desconocido;6;mayo;180;2;-1;0;desconocido;no
36;Empresario;Casado;Superior;no;4676;si;no;Desconocido;6;mayo;168;2;-1;0;desconocido;no
34;Administrador;Divorciado;Secundaria;no;268;si;no;Desconocido;6;mayo;90;1;-1;0;desconocido;no
40;Tecnico;Casado;Secundaria;no;308;no;no;Desconocido;6;mayo;505;1;-1;0;desconocido;no
43;Desempleado;Casado;Secundaria;no;0;si;no;Desconocido;6;mayo;245;1;-1;0;desconocido;no
52;Obrero;Divorciado;Primaria;no;220;si;si;Desconocido;6;mayo;186;1;-1;0;desconocido;no
33;Tecnico;Casado;Secundaria;si;288;si;no;Desconocido;6;mayo;623;1;-1;0;desconocido;no
49;Gerencia;Soltero;Superior;no;652;si;no;Desconocido;6;mayo;496;3;-1;0;desconocido;no
;Gerencia;Soltero;Superior;no;604;si;no;Desconocido;6;mayo;118;1;-1;0;desconocido;no
39;Administrador;Soltero;Secundaria;no;452;si;no;Desconocido;6;mayo;342;1;-1;0;desconocido;no
40;Obrero;Casado;Secundaria;no;0;si;no;Desconocido;6;mayo;225;1;-1;0;desconocido;no
38;Tecnico;Soltero;Superior;no;36;si;no;Desconocido;6;mayo;185;3;-1;0;desconocido;no
43;Gerencia;Casado;Secundaria;no;1500;si;no;Desconocido;6;mayo;196;2;-1;0;desconocido;no
39;Servicio;Casado;Secundaria;no;4568;si;no;Desconocido;6;mayo;276;1;-1;0;desconocido;no
54;Obrero;Casado;Primaria;no;8408;si;no;Desconocido;6;mayo;76;1;-1;0;desconocido;no
38;Tecnico;Soltero;Superior;no;17300;si;no;Desconocido;6;mayo;87;1;-1;0;desconocido;no
40;Obrero;Casado;Secundaria;no;868;si;no;Desconocido;6;mayo;195;1;-1;0;desconocido;no
55;Administrador;Casado;Secundaria;no;524;si;no;Desconocido;6;mayo;744;1;-1;0;desconocido;no
42;Gerencia;Casado;Superior;no;6720;si;no;Desconocido;6;mayo;765;1;-1;0;desconocido;no
39;Obrero;Casado;Secundaria;no;0;si;no;Desconocido;6;mayo;262;1;-1;0;desconocido;no
40;Obrero;Casado;Primaria;no;184;si;no;Desconocido;6;mayo;119;1;-1;0;desconocido;no
32;Obrero;Casado;Secundaria;no;1280;si;no;Desconocido;6;mayo;198;2;-1;0;desconocido;no
55;Administrador;Casado;Secundaria;no;732;si;no;Desconocido;6;mayo;150;1;-1;0;desconocido;no
45;Obrero;Casado;Secundaria;no;156;no;no;Desconocido;6;mayo;241;1;-1;0;desconocido;no
35;Gerencia;Soltero;Superior;no;2240;si;no;Desconocido;6;mayo;181;1;-1;0;desconocido;no
;Tecnico;Divorciado;Secundaria;no;1876;no;no;Desconocido;6;mayo;196;1;-1;0;desconocido;no
35;Administrador;Casado;Secundaria;no;2120;si;no;Desconocido;6;mayo;149;1;-1;0;desconocido;no
49;Servicio;Casado;Primaria;no;244;si;no;Desconocido;6;mayo;246;1;-1;0;desconocido;no
34;Tecnico;Soltero;Superior;no;968;si;no;Desconocido;6;mayo;112;1;-1;0;desconocido;no
36;Obrero;Casado;Secundaria;no;556;si;no;Desconocido;6;mayo;309;2;-1;0;desconocido;no
24;Independiente;Soltero;Secundaria;no;0;si;no;Desconocido;6;mayo;278;1;-1;0;desconocido;no
34;Tecnico;Casado;Secundaria;no;1468;si;no;Desconocido;6;mayo;140;1;-1;0;desconocido;no
51;Administrador;Divorciado;Secundaria;no;912;si;no;Desconocido;6;mayo;136;1;-1;0;desconocido;no
39;Tecnico;Soltero;Desconocido;no;180992;si;no;Desconocido;6;mayo;1623;1;-1;0;desconocido;si
50;Independiente;Casado;Desconocido;no;-336;si;no;Desconocido;6;mayo;101;1;-1;0;desconocido;no
32;Servicio;Soltero;Secundaria;no;1240;si;no;Desconocido;6;mayo;144;1;-1;0;desconocido;no
42;Obrero;Casado;Desconocido;no;528;si;no;Desconocido;6;mayo;238;1;-1;0;desconocido;no
50;Tecnico;Casado;Secundaria;no;3188;si;no;Desconocido;6;mayo;354;1;-1;0;desconocido;no
40;Servicio;Casado;Secundaria;no;284;no;no;Desconocido;6;mayo;79;1;-1;0;desconocido;no
46;Gerencia;Divorciado;Desconocido;no;8;si;no;Desconocido;6;mayo;187;1;-1;0;desconocido;no
37;Gerencia;Casado;Superior;no;924;si;si;Desconocido;6;mayo;451;2;-1;0;desconocido;no
34;Obrero;Casado;Secundaria;no;1080;si;si;Desconocido;6;mayo;159;1;-1;0;desconocido;no
44;Obrero;Casado;Secundaria;no;1096;si;si;Desconocido;6;mayo;409;1;-1;0;desconocido;no
40;Administrador;Soltero;Secundaria;no;-436;si;si;Desconocido;6;mayo;170;1;-1;0;desconocido;no
37;Tecnico;Casado;Secundaria;no;4;si;no;Desconocido;6;mayo;608;1;-1;0;desconocido;si
33;Obrero;Soltero;Secundaria;si;-240;no;no;Desconocido;6;mayo;243;1;-1;0;desconocido;no
35;Obrero;Casado;Secundaria;no;356;si;no;Desconocido;6;mayo;145;2;-1;0;desconocido;no
58;Obrero;Divorciado;Secundaria;no;-44;no;no;Desconocido;6;mayo;112;1;-1;0;desconocido;no
39;Obrero;Casado;Primaria;no;0;si;no;Desconocido;6;mayo;262;2;-1;0;desconocido;no
43;Obrero;Casado;Secundaria;no;-2036;si;no;Desconocido;6;mayo;124;1;-1;0;desconocido;no
39;Desempleado;Casado;Primaria;no;1632;si;no;Desconocido;6;mayo;53;1;-1;0;desconocido;no
36;Servicio;Soltero;Primaria;no;232;si;no;Desconocido;6;mayo;134;1;-1;0;desconocido;no
57;Jubilado;Soltero;Secundaria;no;6560;no;si;Desconocido;6;mayo;204;4;-1;0;desconocido;no
36;Administrador;Soltero;Secundaria;no;80;si;no;Desconocido;6;mayo;186;1;-1;0;desconocido;no
50;Obrero;Casado;Primaria;no;284;si;no;Desconocido;6;mayo;678;1;-1;0;desconocido;no
55;Obrero;Casado;Secundaria;no;208;si;no;Desconocido;6;mayo;182;1;-1;0;desconocido;no
44;Independiente;Casado;Superior;no;1168;si;no;Desconocido;6;mayo;162;1;-1;0;desconocido;no
44;Servicio;Divorciado;Secundaria;no;1696;si;no;Desconocido;6;mayo;27;1;-1;0;desconocido;no
39;Tareas domesticas;Soltero;Primaria;no;436;si;no;Desconocido;6;mayo;699;3;-1;0;desconocido;no
46;Obrero;Casado;Desconocido;no;4176;si;no;Desconocido;6;mayo;43;1;-1;0;desconocido;no
39;Obrero;Casado;Secundaria;no;3932;si;no;Desconocido;6;mayo;97;1;-1;0;desconocido;no
34;Administrador;Casado;Secundaria;no;3476;no;no;Desconocido;6;mayo;1677;1;-1;0;desconocido;si
40;Obrero;Casado;Primaria;no;2672;si;no;Desconocido;6;mayo;283;2;-1;0;desconocido;no
50;Gerencia;Casado;Superior;no;3856;si;no;Desconocido;6;mayo;323;1;-1;0;desconocido;no
31;Gerencia;Soltero;Secundaria;no;1204;si;no;Desconocido;6;mayo;82;1;-1;0;desconocido;no
37;Administrador;Soltero;Secundaria;no;560;si;no;Desconocido;6;mayo;310;1;-1;0;desconocido;no
39;Gerencia;Soltero;Secundaria;no;7508;si;no;Desconocido;6;mayo;185;1;-1;0;desconocido;no
51;Obrero;Casado;Primaria;no;4508;si;no;Desconocido;6;mayo;47;1;-1;0;desconocido;no
41;Tecnico;Casado;Secundaria;no;3484;si;no;Desconocido;6;mayo;145;1;-1;0;desconocido;no
41;Tecnico;Casado;Secundaria;no;3068;si;si;Desconocido;6;mayo;204;1;-1;0;desconocido;no
43;Obrero;Casado;Secundaria;no;0;no;no;Desconocido;6;mayo;187;1;-1;0;desconocido;no
30;Servicio;Soltero;Secundaria;no;836;si;no;Desconocido;6;mayo;30;2;-1;0;desconocido;no
54;Gerencia;Divorciado;Primaria;no;0;no;no;Desconocido;6;mayo;472;1;-1;0;desconocido;no
43;Obrero;Divorciado;Secundaria;no;440;si;si;Desconocido;6;mayo;448;1;-1;0;desconocido;no
59;Gerencia;Divorciado;Superior;no;-304;si;si;Desconocido;6;mayo;264;1;-1;0;desconocido;no
47;Tecnico;Casado;Desconocido;no;712;si;no;Desconocido;6;mayo;169;1;-1;0;desconocido;no
;Obrero;Casado;Primaria;no;-264;si;no;Desconocido;6;mayo;288;1;-1;0;desconocido;no
32;Tecnico;Casado;Secundaria;no;0;si;no;Desconocido;6;mayo;176;2;-1;0;desconocido;no
29;Obrero;Casado;Secundaria;no;4;si;no;Desconocido;6;mayo;215;1;-1;0;desconocido;no
36;Obrero;Casado;Secundaria;no;0;si;no;Desconocido;6;mayo;337;1;-1;0;desconocido;no
55;Desempleado;Casado;Superior;no;21380;no;no;Desconocido;6;mayo;278;1;-1;0;desconocido;no
30;Obrero;Divorciado;Secundaria;no;-836;si;no;Desconocido;6;mayo;188;2;-1;0;desconocido;no
39;Administrador;Soltero;Secundaria;no;0;si;no;Desconocido;6;mayo;174;2;-1;0;desconocido;no
39;Obrero;Divorciado;Secundaria;no;168;si;no;Desconocido;6;mayo;226;2;-1;0;desconocido;no
50;Obrero;Divorciado;Secundaria;no;164;si;no;Desconocido;6;mayo;190;1;-1;0;desconocido;no
44;Obrero;Casado;Secundaria;no;-396;si;no;Desconocido;6;mayo;111;2;-1;0;desconocido;no
37;Tecnico;Soltero;Secundaria;no;68;si;no;Desconocido;6;mayo;164;1;-1;0;desconocido;no
46;Administrador;Casado;Primaria;no;1104;si;si;Desconocido;6;mayo;157;2;-1;0;desconocido;no
32;Tecnico;Soltero;Desconocido;no;-680;no;no;Desconocido;6;mayo;46;1;-1;0;desconocido;no
